UNIV ZHEJIANG TECHNOLOGY,50
UNIV JOHNS HOPKINS,50
RICOH CO LTD,50
RAYTHEON CO,49
HONEYWELL INT INC,49
HUAWEI TECH CO LTD,48
NIPPON TELEGRAPH & TELEPHONE,47
BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD,46
HOFMAN HENK,46
UNIV HUAZHONG SCIENCE TECH,45
VAN DER SLUIS PETER WILLEM,45
CISCO TECH INC,44
KONINKL PHILIPS NV,43
HARRIS CORP,43
UNIV CHONGQING,43
HARVARD COLLEGE,42
HYUNDAI MOTOR CO LTD,42
UNIV TONGJI,42
JIANGSU ELECTRIC POWER CO,42
UNIV HOHAI,42
SAP AG,42
UNIV NORTHEASTERN,40
FACEBOOK INC,40
LG ELECTRONICS INC,40
DIGIMARC CORP,40
UNIV CHONGQING POSTS & TELECOM,39
ROBOTEX INC,39
NTT DOCOMO INC,39
DELAVAL HOLDING AB,39
MODHA DHARMENDRA S,39
ACCENTURE GLOBAL SERVICES LTD,38
UNIV SHANDONG,38
DISNEY ENTPR INC,38
MAKO SURGICAL CORP,37
IND TECH RES INST,37
UNIV SHANGHAI DIANJI,36
INSIDESALES COM INC,36
HITACHI LTD,36
GEN MOTORS LLC,36
TOSHIBA CORP,36
POINTGRAB LTD,36
KUKA LAB GMBH,36
NASA,36
ADOBE SYSTEMS INC,36
SONY COMP ENTERTAINMENT INC,36
SHARP KK,36
ST JUDE MEDICAL ATRIAL FIBRILL,36
UNIV CHINA MINING,35
UNIV BEIJING POSTS & TELECOMM,35
UNIV HANGZHOU DIANZI,35
UNIV BEIJING JIAOTONG,34
PRIMAL FUSION INC,34
HEWLETT PACKARD DEVELOPMENT CO,34
UNIV NANJING INF SCI & TECH,34
UNIV SHANGHAI,34
AQUA PRODUCTS INC,34
KOREA ADVANCED INST SCI & TECH,33
KONINKL PHILIPS ELECTRONICS NV,33
COVIDIEN LP,32
NAT INST INF & COMM TECH,32
SHANGHAI NENGGAN INTERNET OF THINGS CO LTD,32
SHENYANG INST AUTOMATION,31
UNIV COLUMBIA,31
COOPER THOMAS G,31
TOYOTA MOTOR CORP,31
UNIV KING FAHD PET & MINERALS,31
BEIJING BAIDU NETCOM SCI & TEC,31
TATA CONSULTANCY SERVICES LTD,31
SHELTON IV FREDERICK E,30
LARKIN DAVID Q,30
CORINDUS INC,29
UNIV NORTHWESTERN POLYTECHNIC,29
NUANCE COMM AUSTRIA GMBH,29
FUJI HEAVY IND LTD,29
BEHAVIORAL RECOGNITION SYS INC,29
PETRENKO LEV PETROVICH,28
CHINA ELECTRIC POWER RES INST,28
CALIFORNIA INST OF TECHN,28
ZTE CORP,28
NEC LAB AMERICA INC,28
UNIV XI AN JIAOTONG,27
UNIV ZHEJIANG SCIENCE & TECH,27
WISTRON CORP,27
GROENSMA YPE,26
STANFORD RES INST INT,26
ERICSSON TELEFON AB L M,25
EMPIRE TECHNOLOGY DEV LLC,25
UNIV GUANGDONG TECHNOLOGY,25
CLARION CO LTD,25
LI ZONGCHENG,25
YASKAWA ELECTRIC CORP,25
BROOKS AUTOMATION INC,25
UNIV SUN YAT SEN,24
FUJI MACHINE MFG,24
TECHNION RES & DEV FOUNDATION,24
UNIV YANSHAN,24
INTELLIGRATED HEADQUARTERS LLC,24
UNIV JILIN,24
UNIV CORNELL,24
UNIV SOOCHOW,24
OMRON TATEISI ELECTRONICS CO,24
UNIV TIANJIN TECHNOLOGY,23
ELECTROLUX AB,23
SYMANTEC CORP,23
UNIV FUDAN,23
WEST CORP,23
NEXT IT CORP,23
UNIV NANYANG TECH,23
UNIV NANJING,23
VERIZON PATENT & LICENSING INC,23
HITACHI HIGH TECH CORP,23
UNIV TEXAS,23
UNIV NANJING SCIENCE & TECH,22
AVAYA INC,22
UNIV CHONGQING SCI & TECH,22
JACOBSEN STEPHEN C,22
PROCTOR MARK,22
NOKIA CORP,22
QIZHI SOFTWARE BEIJING CO LTD,22
POSTECH ACAD IND FOUND,22
DAIMLER AG,22
PANASONIC IP MAN CO LTD,22
YAHOO INC,22
EXXONMOBIL UPSTREAM RES CO,22
INTOUCH TECHNOLOGIES INC,22
UNIV CARNEGIE MELLON,21
UNIV HUNAN,21
DENSO WAVE INC,21
LOCKHEED CORP,21
WEST VIEW RES LLC,21
NIPPON KOGAKU KK,21
UNIV GUILIN ELECTRONIC TECH,21
KOPIN CORP,21
HRL LAB LLC,21
FARRITOR SHANE,21
UNIV XIAMEN,20
VOCOLLECT INC,20
BAKER HUGHES INC,20
SAUDI ARABIAN OIL CO,20
UNIV JIANGSU SCIENCE & TECH,20
TROMPETER MATTHEW E,20
FUJI XEROX CO LTD,20
OLIVIER MARC X,20
MACDONALD DETTWILER & ASSOCIATES INC,20
UNIV CHANGZHOU,20
BANGALORE SRINIVAS,20
RESEARCH IN MOTION LTD,20
KOEKOEK MENNO,20
TOYOTA MOTOR CO LTD,20
UNIV KOREA RES & BUS FOUND,19
DE RUIJTER COR,19
ABB TECHNOLOGY AG,19
FUJIFILM CORP,19
UNIV BEIJING,19
LINCOLN GLOBAL INC,19
TIRELLI EDSON,19
YU DONG,19
BONUTTI SKELETAL INNOVATIONS LLC,18
KUKA ROBOTER GMBH,18
CATHETER ROBOTICS INC,18
RED HAT INC,18
RUSANOV JURIJ IVANOVICH,18
ATI IND AUTOMATION INC,18
UNIV SHENYANG TECHNOLOGY,18
QNX SOFTWARE SYSTEMS LTD,18
BEIJING QIHOO TECHNOLOGY CO,18
RUSANOV YURII IVANOVYCH,18
NOWLIN WILLIAM C,18
COMMISSARIAT ENERGIE ATOMIQUE,18
EMOTIENT,18
HEARTFLOW INC,18
HITACHI AUTOMOTIVE SYSTEMS LTD,18
UNIV SHANDONG SCIENCE & TECH,18
TOSHIBA TEC KK,17
COMAU INC,17
SCHENA BRUCE M,17
DENG LI,17
ALIBABA GROUP HOLDING LTD,17
EDUCATIONAL TESTING SERVICE,17
NISSAN MOTOR,17
HONGFUJIN PREC IND SHENZHEN,17
GUTHART GARY S,17
DONGFANG ELECTRIC CORP,17
STRYKER CORP,17
VIA TECH INC,17
UNIV CHINA AGRICULTURAL,17
HALLIBURTON ENERGY SERV INC,17
ZONG JING INVESTMENT INC,17
HIWIN TECH CORP,17
UNIV JILIANG CHINA,17
CHERY AUTOMOBILE CO LTD,17
LLOYD MATTHEW I,17
WAL MART STORES INC,16
MMODAL IP LLC,16
UNIV KUNMING SCIENCE & TECH,16
SIEMENS INDUSTRY SOFTWARE LTD,16
ECOLE POLYTECH,16
YAMAHA CORP,16
NANJING INST TECHNOLOGY,16
UNIV JIAOTONG SOUTHWEST,16
KIRSCHENMAN MARK B,16
CHEMESSEN INC,16
UNIV CHINA PETROLEUM,16
UNIV EAST CHINA NORMAL,16
KOLL DETLEF,16
ILLINOIS TOOL WORKS,16
DEUTSCH ZENTR LUFT & RAUMFAHRT,16
BAE SYSTEMS PLC,16
IMAGE SEARCHER INC,16
PALO ALTO RES CT INC,16
ANHUI USTC IFLYTEK CO LTD,16
UNIV FUZHOU,16
ALSTOM TECHNOLOGY LTD,16
MOLL FREDERIC H,16
UNIV SICHUAN,16
WEYERHAEUSER NR CO,16
KB MEDICAL SA,16
NEOWIZ GAMES CORP,15
ALCATEL LUCENT,15
NAT UNIV DEFENSE TECHNOLOGY,15
FANUC ROBOTICS AMERICA INC,15
NEC CASIO MOBILE COMM LTD,15
SIEMENS HEALTHCARE DIAGNOSTICS,15
HALLIBURTON ENERGY SERVICES INC,15
GEORGIA TECH RES INST,15
TITAN MED INC,15
QUANTA ASSOCIATES LP,15
BLUMENKRANZ STEPHEN J,15
US NAVY,15
WESTINGHOUSE ELECTRIC CORP,15
SHINETSU POLYMER CO,15
USTC UNIV SCIENCE TECH CN,15
ABB RESEARCH LTD,15
SINGAPORE HEALTH SERV PTE LTD,15
SUZHOU FUFENG TECHNOLOGY CO LTD,15
MOTOROLA MOBILITY LLC,15
HICKMAN RYAN,14
UNIV CHANGAN,14
WANG YULUN,14
LENOVO SINGAPORE PTE LTD,14
RAHIM MAZIN G,14
ACERO ALEJANDRO,14
CRYOXTRACT INSTR LLC,14
AGENCY DEFENSE DEV,14
HAUCK JOHN A,14
FLEXTRONICS AP LLC,14
SARCOS LC,14
MCCULLOUGH JOHN,14
UNIV SOUTHERN CALIFORNIA,14
YOUNGE ROBERT G,14
SHANDONG LUNENG INTELLIGENCE TECHNOLOGY CO LTD,14
RETHINK ROBOTICS INC,14
HYUNDAI MOBIS CO LTD,14
THOMSON LICENSING,14
CHUNGHWA TELECOM CO LTD,14
AETHON INC,14
UNIV EAST CHINA SCIENCE & TECH,14
INVENTEC CORP,14
SAP SE,14
OLYMPUS CORP,14
RETAILDNA LLC,14
SIEMENS CORP,14
UNIV SHANGHAI SCIENCE & TECH,14
UNIV GUANGXI,13
ILLINOIS TECHNOLOGY INST,13
PINTER MARCO,13
UNIV NORTHEAST PETROLEUM,13
CANYON IP HOLDINGS LLC,13
MEDROBOTICS CORP,13
MEDTECH,13
ERLICH GIORA,13
SUMMER MATTHEW D,13
RENESAS ELECTRONICS CORP,13
BRIGHTERION INC,13
QBOTIX INC,13
WENDEROW TAL,13
GEN PROBE INC,13
UNIV TIANJIN POLYTECHNIC,13
UNIV JINAN,13
GENESYS TELECOMM LAB INC,13
WESPEKE INC,13
STROPE BRIAN,13
SICHUAN CHANGHONG ELECTRIC CO,13
EBAY INC,13
TRIMBLE NAVIGATION LTD,13
DAEGU GYEONGBUK INST SCIENCE,13
FANUC AMERICA CORP,13
UNIV WUHAN TECH,13
BEIJING XIAOMI TECHNOLOGY CO,13
AURIS SURGICAL ROBOTICS INC,13
ANDROID IND LLC,13
INTERACTIVE INTELLIGENCE INC,13
UNIV CENTRAL SOUTH,13
GUANGDONG OPPO MOBILE TELECOMM,13
LANGCHAO ELECTRONIC INF IND,13
SCHENA BRUCE,13
LJOLJE ANDREJ,13
ZANOLIN LUCA,13
BOT & DOLLY LLC,12
BOSSCHER PAUL M,12
HEIDASCH ROBERT,12
YAHOO JAPAN CORP,12
ALDEBARAN ROBOTICS,12
HALLMARK CARDS,12
DYSON TECHNOLOGY LTD,12
HONDA ELESYS CO LTD,12
PLUTT DANIEL JAMES,12
DIOLAITI NICOLA,12
LAM RES CORP,12
BEIJING KUANGSHI TECHNOLOGY CO LTD,12
PUREPREDICTIVE INC,12
F ROBOTICS ACQUISITIONS LTD,12
UNIV HEFEI TECHNOLOGY,12
DAKO DENMARK AS,12
PLK TECHNOLOGIES,12
YANG YAHAN,12
RE2 INC,12
UNIV NEW YORK,12
MALUUBA INC,12
HARBIN INST TECHNOLOGY SHENZHEN GRADUATE SCHOOL,12
ZHAO WENYI,12
ENTEGRIS INC,12
3M INNOVATIVE PROPERTIES CO,12
UNIV QINGDAO,12
HANVON CORP,12
MANES JOSEPH PAUL,12
CLEAR CHANNEL MAN SERVICES INC,12
SHENYANG SIASUN ROBOT & AUTOMA,12
INTELLISIST INC,12
WILLETT DANIEL,12
CHENGALVARAYAN RATHINAVELU,12
NEATO ROBOTICS INC,12
ITERIS INC,11
SWARUP NITISH,11
JAPAN BROADCASTING CORP,11
UNIV TAIYUAN TECHNOLOGY,11
UNIV VANDERBILT,11
NAT UNIV CHIN YI TECHNOLOGY,11
UNIV HARBIN SCIENCE & TECH,11
BLACKBERRY LTD,11
UNIV NORTHWEST A&F,11
LENOVO BEIJING LTD,11
HOFFMANN LA ROCHE,11
ABDALLAH MUHAMMAD E,11
P TECH LLC,11
SANDERS ADAM M,11
UNIV HENAN SCIENCE & TECH,11
ROSA DAVID J,11
TALWAR GAURAV,11
UNIV BEIJING SCIENCE & TECH,11
BOTTLENOSE INC,11
INST COMPUTING TECH CN ACADEMY,11
STATE GRID TIANJIN ELECTRIC POWER CO LTD,11
USADI ADAM,11
RECONROBOTICS INC,11
LI DACHANG,11
HOFFMAN BRIAN D,11
REILAND MATTHEW J,11
VERINT SYSTEMS LTD,11
MA KONG,11
UNIV NINGBO,11
PRISCO GIUSEPPE MARIA,11
SIEMENS MEDICAL SOLUTIONS,11
TEREKHOV SERGEY A,11
UNIV SHANGHAI ELECTRIC POWER,11
RENTSCHLER MARK,11
NIEMEYER GUNTER D,11
WUXI BEIDOUXINGTONG INF TECHNOLOGY CO LTD,11
ELONSSON MARTIN,11
CASIO COMPUTER CO LTD,11
UNIV CALIFORNIA,11
UNIV SOUTH CHINA AGRICULT,11
BIO MERIEUX INC,11
UNIV CHANGCHUN TECHNOLOGY,11
MEDTRONIC INC,11
KT CORP,11
GILBERT MAZIN,11
CATERPILLAR INC,11
UNIV SINGAPORE,11
SPANSION LLC,11
MOHR PAUL W,11
PARTHASARATHY SARANGARAJAN,11
FUJI ELECTRIC CO LTD,11
ILYAS IHAB FRANCIS,11
BROADCOM CORP,11
DEVENGENZO ROMAN L,11
UNIV LAVAL,11
CHILDRENS NAT MEDICAL CT,11
O'CONNELL DANIEL NEIL,10
SUZHOU LINGTONG GLASSWARE CO LTD,10
MIYAZAKI HIROAKI,10
LENOVO BEIJING CO LTD,10
OHASHI TAKESHI,10
BEIJING JINGDONG CENTURY TRADING CO LTD,10
TCL GROUP CO LTD,10
ADEPT TECHNOLOGY INC,10
UNIV ZHENGZHOU,10
GETTINGS ADAM M,10
UNIV ANHUI POLYTECHNIC,10
RAZUMOV SERGEY N,10
OSTWALD TIMOTHY CRAIG,10
EILAT ERAN,10
ZADEH LOTFI A,10
KOREA INST SCI & TECH,10
UNIV LELAND STANFORD JUNIOR,10
UNIV HEBEI TECHNOLOGY,10
LEHMAN AMY,10
OTTO JONATHAN,10
TOSHIBA SOLUTIONS CORP,10
UNIV SHANGHAI MARITIME,10
GONG YIFAN,10
DEVINE CLIFFORD WILLIAM,10
ANDERSON S CHRISTOPHER,10
WALLACE DANIEL T,10
WILLOW GARAGE INC,10
VAN DER MEULEN PETER,10
KLA TENCOR CORP,10
UNIV LIAONING TECHNICAL,10
UNIV ANHUI TECHNOLOGY,10
NEURAMATIX SDN BHD,10
ELECTRIC POWER SCIENCE RES INST OF JIANGSU ELECTRIC POWER CO,10
HEFEI INST PHYSICAL SCI CAS,10
ALPINE ELECTRONICS INC,10
TAIWAN SEMICONDUCTOR MFG,10
CHINESE ACAD INST ACOUSTICS,10
IHRKE CHRIS A,10
SHANDONG FOREIGN LANGUAGES VOCATIONAL COLLEGE,10
UNIV PITTSBURGH,10
CROSS JR CHARLES W,10
TOKYO ELECTRON LTD,10
KOHLER DAMON,10
VAN LUCHENE ANDREW,10
MURPHY JOHN,10
ROLLS ROYCE CORP,10
SHADOW ROBOT COMPANY LTD,10
GEELY AUTOMOBILE RES INST ZJ,10
UNIV NAT TAIWAN SCIENCE TECH,10
BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,10
TELEFONICA SA,10
ANGANG STEEL CO LTD,10
UNIV BEIJING NORMAL,10
SPECTRA LOGIC CORP,10
FANUC ROBOTICS AMERICA CORP,10
HONDA RES INST EUROPE GMBH,10
LESSING JOSHUA AARON,10
OTA YASUHIRO,10
DAEWOO SHIPBUILDING & MARINE,10
HEALTH FIDELITY INC,10
PARASHKEVOV ROSSEN,10
CHUNG HOON,10
ATR ADVANCED TELECOMM RES INST,10
KOREA IND TECH INST,10
JORDAN CHARLES S,10
ZHANG HUI,10
INSPUR BEIJING ELECT INF IND,10
BECKMAN COULTER INC,10
JAEGENSTEDT PATRIK,9
CHINA NAT PETROLEUM CORP,9
UNIV NORTHEAST DIANLI,9
UNIV NAT CHIAO TUNG,9
UNIV BEIJING CHEMICAL,9
QUANTA COMP INC,9
UNIV CHONGQING JIAOTONG,9
ORBAN III JOSEPH P,9
UNIV HUAZHONG AGRICULTURAL,9
VOXY INC,9
GRAHAM JAMEY,9
UNIV WENZHOU,9
MORGAN JEROME R,9
EDGINGTON MICHAEL D,9
UNIV NAT TAIWAN,9
NVIDIA CORP,9
COMAU SPA,9
HASSER CHRISTOPHER J,9
ZD IM V A DEGTJAREVA AOOT,9
GRENZEBACH MASCHB GMBH,9
STRATEC BIOMEDICAL AG,9
MANZO SCOTT E,9
VOLKSWAGEN AG,9
WHITE MARC,9
UNIV QINGDAO AGRICULTURAL,9
BASTIAN SOLUTIONS LLC,9
SHELTON FREDERICK E IV,9
TAYLOR RUSSELL H,9
ROGERS THEODORE W,9
WANG BIN,9
STEGER JOHN RYAN,9
LIFE TECHNOLOGIES CORP,9
KOSSETT ALEX J,9
GREEN ANDREW STUART,9
AT & T MOBILITY II LLC,9
SMITH FRASER M,9
EBARA CORP,9
BOE TECHNOLOGY GROUP CO LTD,9
UNIV JIANGXI SCI & TECHNOLOGY,9
MIDEA GROUP CO LTD,9
ETHICON DEDO SURGERY INC,9
PLK TECHNOLOGIES CO LTD,9
KRONES AG,9
UNIV DALIAN MARITIME,9
THOMSON REUTERS GLO RESOURCES,9
YARDY RAYMOND,9
OCADO INNOVATION LTD,9
UNIV KYUNG HEE UNIV IND COOP,9
NAVE SHAWN MICHAEL,9
UNIV MICHIGAN,9
NAJARIAN KAYVAN,9
HANAZAWA KEN,9
MITSUBISHI HEAVY IND LTD,9
NGUYEN JOHN N,9
KRICK FRANK,9
IUCF HYU,9
TENNEY JOHN A,9
UNIV NANJING NORMAL,9
NANT HOLDINGS IP LLC,9
CAMBRIDGE MEDICAL ROBOTICS LTD,9
PHILLIPS MICHAEL S,9
PIONEER CORP,9
AUDI AG,9
GANONG III WILLIAM F,9
UNIV TENNESSEE RES FOUNDATION,9
IFLYTEK CO LTD,9
ARAMCO SERVICES CO,9
ANKI INC,9
PLATT ROBERT,9
UNIV WUHAN SCIENCE & ENG,9
ACTIVISION PUBLISHING INC,9
OLEYNIKOV DMITRY,9
UNIV VIRGINIA COMMONWEALTH,9
NVOQ INC,9
MORIARTY ROBERT,9
RAKUTEN INC,9
SWEENEY PETER JOSEPH,9
KDDI CORP,9
FEDERAL NOE G BJUDZHETNOE OBRAZOVATEL NOE UCHREZHDENIE VYSSHEGO PROFESSIONAL NOGO OBRAZOVANIJA VORON,8
PASTUSZEK BRANDON,8
JAISWAL SUMESH,8
BARBAGLI FEDERICO,8
LIM SANG MOOK,8
UNIV SOUTHWEST,8
WOBBEN PROPERTIES GMBH,8
LI SHIPENG,8
SALVAGNINI ITALIA SPA,8
DENSO IT LAB INC,8
WW GRAINGER INC,8
UNIV YONSEI IACF,8
SATO KEIICHI,8
COHEN RICHARD ZAREK,8
PARK KWANG IL,8
TENCENT INC,8
GREENRAY IND INC,8
WISDRI ENG & RES INC LTD CHINA,8
BEDROS SAAD J,8
KUKA SYSTEMS GMBH,8
KNOPF RYAN RICHARD,8
UNIV ZHEJIANG GONGSHANG,8
MEROLLA PAUL A,8
ELIZA CORP,8
SIDEL PARTICIPATIONS,8
SK TELECOM CO LTD,8
IMPELLIZZIERI JOSEPH,8
EXPERIAN MARKETING SOLUTIONS,8
PETTAY MARK J,8
GRIFOLS SA,8
GUANGZHOU LINGDONG CHUANGXIANG CULTURE AND TECHNOLOGY CO LTD,8
GOODMAN JOSHUA T,8
UNIV SHENZHEN,8
KILEY CHRISTOPHER C,8
EROWA AG,8
BARLOAD MACHINE CO LTD,8
SANO SHIN,8
NAKAJIMA KAISUKE,8
CUREXO TECHNOLOGY CORP,8
ROLLS ROYCE PLC,8
GOTTFRIED SAMUEL,8
VESTAS WIND SYS AS,8
PETROCHINA CO LTD,8
BROTHER IND LTD,8
SHUTTERFLY INC,8
RYUMAE MASARU,8
SEAMAN JEFFREY,8
NAKAMURA AKIRA,8
IMPAC MEDICAL SYSTEMS INC,8
UT BATTELLE LLC,8
KOREA ELECTRONICS TECHNOLOGY,8
ELWHA LLC,8
KIM JIN HYUCK,8
INNOVATION FIRST INTERNATIONAL INC,8
PATEL ANKUR,8
AUDIENCE INC,8
MORPHISM LLC,8
KEY MARC,8
RAMANS ANDRIS D,8
PARK JEON GUE,8
UNIV XI AN POLYTECHNIC,8
CYBER AI ENTERTAINMENT INC,8
FARRITOR SHANE M,8
EKAS PAUL,8
FABWORX SOLUTIONS INC,8
INSIDESALES COM,8
ZISKIND RUSSELL,8
ARTHUR JOHN V,8
UNIV CIVIL AVIAT CHINA,8
UNIV CHANGCHUN SCIENCE & TECH,8
AUTONOMOUS SOLUTIONS INC,8
WANG SU,8
KAMHI GILA,8
DAI SHENGYANG,8
SHENZHEN FUTAIHONG PREC IND CO,8
AGENCY SCIENCE TECH & RES,8
MCKECHNEY CHRIS,8
CARDIOMAG IMAGING INC,8
FEINGOLD GORDON,8
KRISTJANSSON TRAUSTI,8
UNIVERSAL ROBOTS AS,8
ISCILAB CORP,8
CONWELL WILLIAM Y,8
OOYALA INC,8
NEWMAN MICHAEL,8
ZHAO TAO,8
UNIV SHENYANG AEROSPACE,8
IHI CORP,8
SAFER PLUG COMPANY LTD,8
IBM UK,8
TICKNER SIMON,8
ZIMMERMANN HANS-GEORG,8
ZHU BIN BENJAMIN,8
REMTCS INC,8
THOMPSON JEFFREY S,8
YOKONO JUN,8
VIDITECK AG,8
UNIV NOTRE DAME DU LAC,8
ASUSTEK COMP INC,8
CHONGQING INST GREEN & INTELLIGENT TECHNOLOGY CAS,8
UNIV SOUTHWEST PETROLEUM,8
CITRIX SYSTEMS INC,8
SEEGRID CORP,8
BRINGERT BJORN ERIK,8
CNH IND AMERICA LLC,8
INTERACTIONS LLC,8
PAR SYSTEMS INC,8
BANDAI CO,8
ROAD SAFETY MAN LTD,8
APPLIED BIOSYSTEMS LLC,8
GEN MONITORS,8
LEVAS SUZI,8
DUERR SYSTEMS GMBH,8
INST OF SOFTWARE CAS,7
LOW THOMAS P,7
FORD GLOBAL TECH LLC,7
SHARMA RAJEEV,7
BRIDGWATER LYNDON,7
HUNZINGER JASON FRANK,7
CHEUNG KWOK YAU,7
WARD KEVIN R,7
SHANDONG INST LIGHT INDUSTRY,7
FINKE MICHAEL,7
INST SEMICONDUCTORS CAS,7
AUTOMOTIVE RES & TESTING CT,7
SOLOMON TODD R,7
CELLCO PARTNERSHIP DBA VERIZON,7
KAMEN ALI,7
NORTON DANIEL ALLEN,7
JÄGENSTEDT PATRIK,7
ASELSAN ELEKTRONIK SANAYI VE TICARET ANONIM SIRKETI,7
JAHANSHAHI MOHAMMAD R,7
MCNEIL KRISTIN E,7
CHEN RUXIN,7
ZYNGA INC,7
PENN STATE RES FOUND,7
BRAHO KEITH,7
YUYAMA MFG CO LTD,7
XINZHOU POWER SUPPLY CO STATE GRID SHANXI ELECTRIC POWER CO LTD,7
COMPUTER NETWORK INF CT CAS,7
AUTOFUSS,7
GEN INSTRUMENT CORP,7
DARIO PAOLO,7
INST INFORMATION INDUSTRY,7
FU TAI HUA IND SHENZHEN CO LTD,7
COGNITIVE CODE CORP,7
GORDON MURRAY DESIGN LTD,7
SHOHAM MOSHE,7
UNIV YUAN ZE,7
CELERINT LLC,7
VLINGO CORP,7
SCHALKWYK JOHAN,7
UNIV ANHUI SCI & TECHNOLOGY,7
EDSA MICRO CORP,7
BEIJING KEXIN TECHNOLOGY CO LTD,7
KAPLAN AMIR,7
EL-JAROUDI AMRO,7
DELTA ELECTRONICS INC,7
DI FABBRIZIO GIUSEPPE,7
LEE SUNG JOO,7
KAWANISHI RYOUICHI,7
BAIDU ON LINE NETWORK TECH BJ,7
SAMSUNG TECHWIN CO LTD,7
AVATERAMEDICAL GMBH,7
OPEN TEXT SA,7
GARCIA PABLO E,7
HARGRAVE BRIAN,7
KREMERMAN IZYA,7
KANG JEOM JA,7
NARI TECHNOLOGY DEV CO LTD,7
JONES JOSEPH L,7
SHIBUYA KOGYO CO LTD,7
SOUTHARD JONATHAN,7
KROWITZ DAVID MARK,7
BARTELS JOE,7
CHANG LELAND,7
ENI SPA,7
CONKIE ALISTAIR D,7
POWER ANALYTICS CORP,7
ATIGEO LLC,7
STERN JOHN D,7
UNITED TECHNOLOGIES CORP,7
YANG TAO,7
CHAPMAN BRYAN P,7
UNIV CHINA THREE GORGES CTGU,7
MANZO SCOTT,7
ABB AG,7
FUKUOKA PREFECTURE,7
HEILONGJIANG INST TECHNOLOGY,7
DUMPERT JASON,7
ELECTRIC POWER RES INST OF STATE GRID SHANDONG ELECTRIC POWER CO,7
FURUNO ELECTRIC CO,7
FACEDOUBLE INC,7
COUTURE ADAM P,7
NAT APPLIED RES LABORATORIES,7
RODRIGUEZ TONY F,7
TRUJILLO SALOMON,7
WENG FULIANG,7
DICORPO PHILLIP,7
CHANGSHU RES INST CO LTD NANJING UNIV SCIENCE & TECHNOLOGY,7
SNU R&DB FOUNDATION,7
GILLET ANTHONY,7
KYOCERA DOCUMENT SOLUTIONS INC,7
UNIV HUNAN SCI & TECHNOLOGY,7
MAZOR ROBOTICS LTD,7
UTIQUE INC,7
ZENTIAN LTD,7
FUKUBA DANIEL,7
KIM JEONG-SU,7
STORZ ENDOSKOP PROD GMBH,7
JIANGXI HONGDU AVIAT IND GROUP,7
ROBOTIC TECHNOLOGIES LTD,7
UNIV ZHEJIANG OCEAN,7
C2 SYSTEMS LTD,7
FRAUNHOFER GES FORSCHUNG,7
MED EL ELEKTROMED GERAETE GMBH,7
ELEC POWER RES INST GUANGDONG,7
PROMPTU SYSTEMS CORP,7
UNIV SHAANXI SCIENCE & TECH,7
FENG JUNLAN,7
NORRIS WILLIAM ROBERT,7
FENG ZHE,7
SAS INST INC,7
UNIV PENNSYLVANIA,7
ROCHE DIAGNOSTICS OPERATIONS,7
